city ,electoral_district ,candidate       ,candidate_party ,ticket ,ticket_percentage ,elected
嘉義縣  ,第01選區              ,邱崑龍             ,無黨籍及未經政黨推薦      ,  2186 ,             1.59 ,False
嘉義縣  ,第01選區              ,蔡易餘             ,民主進步黨           , 72469 ,            52.96 ,True
嘉義縣  ,第01選區              ,林江釧             ,中國國民黨           , 62176 ,            45.43 ,False
嘉義縣  ,第02選區              ,陳明文             ,民主進步黨           , 88538 ,            65.18 ,True
嘉義縣  ,第02選區              ,賴競民             ,大愛憲改聯盟          ,  4016 ,             2.95 ,False
嘉義縣  ,第02選區              ,林于玲             ,中國國民黨           , 43279 ,            31.86 ,False
屏東縣  ,第01選區              ,廖婉汝             ,中國國民黨           , 43678 ,            30.0  ,False
屏東縣  ,第01選區              ,蘇震清             ,民主進步黨           ,101894 ,            69.99 ,True
屏東縣  ,第02選區              ,鍾佳濱             ,民主進步黨           , 76204 ,            52.54 ,True
屏東縣  ,第02選區              ,王進士             ,中國國民黨           , 68815 ,            47.45 ,False
屏東縣  ,第03選區              ,黃昭展             ,無黨籍及未經政黨推薦      , 41323 ,            32.88 ,False
屏東縣  ,第03選區              ,張兆陽             ,中華統一促進黨         ,   606 ,             0.48 ,False
屏東縣  ,第03選區              ,莊瑞雄             ,民主進步黨           , 67260 ,            53.52 ,True
屏東縣  ,第03選區              ,許謹如             ,中國國民黨           , 16097 ,            12.8  ,False
屏東縣  ,第03選區              ,丁勇智             ,自由台灣黨           ,   375 ,             0.29 ,False
臺東縣  ,第01選區              ,陳建閣             ,中國國民黨           , 23616 ,            35.81 ,False
臺東縣  ,第01選區              ,劉櫂豪             ,民主進步黨           , 42317 ,            64.18 ,True
花蓮縣  ,第01選區              ,黄師鵬             ,無黨籍及未經政黨推薦      ,  1803 ,             1.53 ,False
花蓮縣  ,第01選區              ,蕭美琴             ,民主進步黨           , 63231 ,            53.77 ,True
花蓮縣  ,第01選區              ,楊悟空             ,泛盟黨             ,  1312 ,             1.11 ,False
花蓮縣  ,第01選區              ,王廷升             ,中國國民黨           , 51248 ,            43.58 ,False
澎湖縣  ,第01選區              ,冼義哲             ,樹黨              ,  1523 ,             3.65 ,False
澎湖縣  ,第01選區              ,楊曜              ,民主進步黨           , 23107 ,            55.4  ,True
澎湖縣  ,第01選區              ,黃漢東             ,台灣工黨            ,   399 ,             0.95 ,False
澎湖縣  ,第01選區              ,陳雙全             ,中國國民黨           , 16680 ,            39.99 ,False
基隆市  ,第01選區              ,楊石城             ,民國黨             , 19045 ,            10.03 ,False
基隆市  ,第01選區              ,劉文雄             ,親民黨             , 23485 ,            12.36 ,False
基隆市  ,第01選區              ,郝龍斌             ,中國國民黨           , 68632 ,            36.14 ,False
基隆市  ,第01選區              ,蔡適應             ,民主進步黨           , 78707 ,            41.45 ,True
新竹市  ,第01選區              ,柯建銘             ,民主進步黨           , 90642 ,            41.33 ,True
新竹市  ,第01選區              ,曾耀澂             ,無黨籍及未經政黨推薦      ,  1304 ,             0.59 ,False
新竹市  ,第01選區              ,林家宇             ,自由台灣黨           ,   476 ,             0.21 ,False
新竹市  ,第01選區              ,歐崇敬             ,親民黨             ,  4189 ,             1.91 ,False
新竹市  ,第01選區              ,魏揚              ,軍公教聯盟黨          ,   723 ,             0.32 ,False
新竹市  ,第01選區              ,吳淑敏             ,無黨籍及未經政黨推薦      ,  4151 ,             1.89 ,False
新竹市  ,第01選區              ,黃源甫             ,無黨籍及未經政黨推薦      ,  1185 ,             0.54 ,False
新竹市  ,第01選區              ,王榮德             ,無黨籍及未經政黨推薦      ,   381 ,             0.17 ,False
新竹市  ,第01選區              ,鄭正鈐             ,中國國民黨           , 79951 ,            36.45 ,False
新竹市  ,第01選區              ,邱顯智             ,時代力量            , 36309 ,            16.55 ,False
嘉義市  ,第01選區              ,吳育仁             ,中國國民黨           , 48893 ,            35.66 ,False
嘉義市  ,第01選區              ,翁壽良             ,無黨籍及未經政黨推薦      , 12202 ,             8.9  ,False
嘉義市  ,第01選區              ,李俊俋             ,民主進步黨           , 73965 ,            53.95 ,True
嘉義市  ,第01選區              ,黃宏成台灣阿成世界偉人財神總統 ,無黨籍及未經政黨推薦      ,  2037 ,             1.48 ,False
臺北市  ,第01選區              ,丁守中             ,中國國民黨           , 82649 ,            43.77 ,False
臺北市  ,第01選區              ,吳思瑤             ,民主進步黨           , 95951 ,            50.81 ,True
臺北市  ,第01選區              ,黃清原             ,台灣獨立黨           ,   379 ,             0.2  ,False
臺北市  ,第01選區              ,王靜亞             ,民國黨             ,  9480 ,             5.02 ,False
臺北市  ,第01選區              ,吳忠錚             ,健保免費連線          ,   348 ,             0.18 ,False
臺北市  ,第02選區              ,王銘宗             ,無黨籍及未經政黨推薦      ,  1342 ,             0.74 ,False
臺北市  ,第02選區              ,陳民乾             ,台灣獨立黨           ,   865 ,             0.47 ,False
臺北市  ,第02選區              ,吳俊德             ,信心希望聯盟          ,  3550 ,             1.96 ,False
臺北市  ,第02選區              ,林幸蓉             ,健保免費連線          ,  1561 ,             0.86 ,False
臺北市  ,第02選區              ,潘懷宗             ,新黨              , 65967 ,            36.42 ,False
臺北市  ,第02選區              ,姚文智             ,民主進步黨           ,107366 ,            59.29 ,True
臺北市  ,第02選區              ,陳建斌             ,自由台灣黨           ,   433 ,             0.23 ,False
臺北市  ,第03選區              ,高士恩             ,大愛憲改聯盟          ,   541 ,             0.28 ,False
臺北市  ,第03選區              ,潘建志             ,無黨籍及未經政黨推薦      , 73797 ,            38.41 ,False
臺北市  ,第03選區              ,林新凱             ,台灣獨立黨           ,   794 ,             0.41 ,False
臺北市  ,第03選區              ,趙燕傑             ,無黨籍及未經政黨推薦      ,   352 ,             0.18 ,False
臺北市  ,第03選區              ,邱正浩             ,和平鴿聯盟黨          ,   450 ,             0.23 ,False
臺北市  ,第03選區              ,陳科引             ,無黨籍及未經政黨推薦      ,  1448 ,             0.75 ,False
臺北市  ,第03選區              ,李晏榕             ,綠黨社會民主黨聯盟       , 23706 ,            12.34 ,False
臺北市  ,第03選區              ,李成嶽             ,軍公教聯盟黨          ,   721 ,             0.37 ,False
臺北市  ,第03選區              ,黃麗香             ,無黨籍及未經政黨推薦      ,   607 ,             0.31 ,False
臺北市  ,第03選區              ,蔣萬安             ,中國國民黨           , 89673 ,            46.68 ,True
臺北市  ,第04選區              ,何偉              ,無黨籍及未經政黨推薦      ,  2497 ,             1.16 ,False
臺北市  ,第04選區              ,陳尚志             ,綠黨社會民主黨聯盟       , 10278 ,             4.78 ,False
臺北市  ,第04選區              ,黃珊珊             ,親民黨             , 85600 ,            39.86 ,False
臺北市  ,第04選區              ,李岳峰             ,和平鴿聯盟黨          ,   251 ,             0.11 ,False
臺北市  ,第04選區              ,陳兆銘             ,台灣獨立黨           ,   568 ,             0.26 ,False
臺北市  ,第04選區              ,李彥秀             ,中國國民黨           , 89612 ,            41.73 ,True
臺北市  ,第04選區              ,蕭亞譚             ,台灣團結聯盟          , 13648 ,             6.35 ,False
臺北市  ,第04選區              ,林少馳             ,時代力量            , 12246 ,             5.7  ,False
臺北市  ,第05選區              ,林郁方             ,中國國民黨           , 76079 ,            45.58 ,False
臺北市  ,第05選區              ,李家幸             ,台灣獨立黨           ,   885 ,             0.53 ,False
臺北市  ,第05選區              ,黃福卿             ,無黨籍及未經政黨推薦      ,   587 ,             0.35 ,False
臺北市  ,第05選區              ,洪顯政             ,大愛憲改聯盟          ,   478 ,             0.28 ,False
臺北市  ,第05選區              ,龔偉綸             ,無黨籍及未經政黨推薦      ,  1710 ,             1.02 ,False
臺北市  ,第05選區              ,林昶佐             ,時代力量            , 82650 ,            49.52 ,True
臺北市  ,第05選區              ,尤瑞敏             ,樹黨              ,  4506 ,             2.69 ,False
臺北市  ,第06選區              ,陳家宏             ,樹黨              ,  1986 ,             1.23 ,False
臺北市  ,第06選區              ,范雲              ,綠黨社會民主黨聯盟       , 56766 ,            35.35 ,False
臺北市  ,第06選區              ,龎維良             ,無黨籍及未經政黨推薦      ,  2963 ,             1.84 ,False
臺北市  ,第06選區              ,趙衍慶             ,無黨籍及未經政黨推薦      ,  3212 ,             2.0  ,False
臺北市  ,第06選區              ,林珍妤             ,台灣獨立黨           ,  1328 ,             0.82 ,False
臺北市  ,第06選區              ,周芳如             ,無黨籍及未經政黨推薦      ,  4120 ,             2.56 ,False
臺北市  ,第06選區              ,蔣慰慈             ,無黨籍及未經政黨推薦      ,   271 ,             0.16 ,False
臺北市  ,第06選區              ,鄭村棋             ,人民民主陣線          ,  4927 ,             3.06 ,False
臺北市  ,第06選區              ,曾獻瑩             ,信心希望聯盟          ,  4826 ,             3.0  ,False
臺北市  ,第06選區              ,蔣乃辛             ,中國國民黨           , 74015 ,            46.09 ,True
臺北市  ,第06選區              ,古文發             ,大愛憲改聯盟          ,   184 ,             0.11 ,False
臺北市  ,第06選區              ,吳旭智             ,民國黨             ,  5962 ,             3.71 ,False
臺北市  ,第07選區              ,林文傑             ,無黨籍及未經政黨推薦      ,  1063 ,             0.64 ,False
臺北市  ,第07選區              ,呂欣潔             ,綠黨社會民主黨聯盟       , 17747 ,            10.73 ,False
臺北市  ,第07選區              ,詹益正             ,無黨籍及未經政黨推薦      ,   625 ,             0.37 ,False
臺北市  ,第07選區              ,蘇承英             ,和平鴿聯盟黨          ,   689 ,             0.41 ,False
臺北市  ,第07選區              ,范揚律             ,大愛憲改聯盟          ,   231 ,             0.13 ,False
臺北市  ,第07選區              ,林芷芬             ,台灣獨立黨           ,   588 ,             0.35 ,False
臺北市  ,第07選區              ,費鴻泰             ,中國國民黨           , 74455 ,            45.04 ,True
臺北市  ,第07選區              ,楊實秋             ,無黨籍及未經政黨推薦      , 69882 ,            42.28 ,False
臺北市  ,第08選區              ,李慶元             ,無黨籍及未經政黨推薦      , 60459 ,            35.79 ,False
臺北市  ,第08選區              ,賴樹聲             ,無黨籍及未經政黨推薦      ,  1071 ,             0.63 ,False
臺北市  ,第08選區              ,苗博雅             ,綠黨社會民主黨聯盟       , 21084 ,            12.48 ,False
臺北市  ,第08選區              ,賴士葆             ,中國國民黨           , 83931 ,            49.69 ,True
臺北市  ,第08選區              ,陳如聖             ,台灣工黨            ,   808 ,             0.47 ,False
臺北市  ,第08選區              ,方景鈞             ,無黨籍及未經政黨推薦      ,  1540 ,             0.91 ,False
高雄市  ,第01選區              ,邱議瑩             ,民主進步黨           , 87432 ,            59.02 ,True
高雄市  ,第01選區              ,鍾易仲             ,中國國民黨           , 58689 ,            39.61 ,False
高雄市  ,第01選區              ,劉子麟             ,中華統一促進黨         ,   669 ,             0.45 ,False
高雄市  ,第01選區              ,莊婷欣             ,和平鴿聯盟黨          ,  1346 ,             0.9  ,False
高雄市  ,第02選區              ,邱志偉             ,民主進步黨           ,110819 ,            63.23 ,True
高雄市  ,第02選區              ,黃韻涵             ,中國國民黨           , 61186 ,            34.91 ,False
高雄市  ,第02選區              ,黃金玲             ,中華統一促進黨         ,   628 ,             0.35 ,False
高雄市  ,第02選區              ,李柏融             ,樹黨              ,  1733 ,             0.98 ,False
高雄市  ,第02選區              ,曾盈豐             ,自由台灣黨           ,   881 ,             0.5  ,False
高雄市  ,第03選區              ,梁蓓禎             ,信心希望聯盟          , 11546 ,             6.04 ,False
高雄市  ,第03選區              ,柳淑芳             ,無黨籍及未經政黨推薦      ,  1935 ,             1.01 ,False
高雄市  ,第03選區              ,張顯耀             ,中國國民黨           , 73792 ,            38.61 ,False
高雄市  ,第03選區              ,劉世芳             ,民主進步黨           ,102255 ,            53.5  ,True
高雄市  ,第03選區              ,莊明憲             ,大愛憲改聯盟          ,  1583 ,             0.82 ,False
高雄市  ,第04選區              ,郭倫豪             ,中國國民黨           , 37711 ,            23.21 ,False
高雄市  ,第04選區              ,林俊揚             ,中華統一促進黨         ,  2040 ,             1.25 ,False
高雄市  ,第04選區              ,林岱樺             ,民主進步黨           ,122722 ,            75.53 ,True
高雄市  ,第05選區              ,蔡金晏             ,中國國民黨           , 57472 ,            38.59 ,False
高雄市  ,第05選區              ,管碧玲             ,民主進步黨           , 88506 ,            59.43 ,True
高雄市  ,第05選區              ,楊宗穎             ,和平鴿聯盟黨          ,  1147 ,             0.77 ,False
高雄市  ,第05選區              ,王新昌             ,軍公教聯盟黨          ,  1778 ,             1.19 ,False
高雄市  ,第06選區              ,黃柏霖             ,中國國民黨           , 56689 ,            39.78 ,False
高雄市  ,第06選區              ,李昆澤             ,民主進步黨           , 83986 ,            58.93 ,True
高雄市  ,第06選區              ,楊翰奇             ,和平鴿聯盟黨          ,  1829 ,             1.28 ,False
高雄市  ,第07選區              ,趙天麟             ,民主進步黨           , 97228 ,            60.5  ,True
高雄市  ,第07選區              ,陳素莉             ,和平鴿聯盟黨          ,   804 ,             0.5  ,False
高雄市  ,第07選區              ,莊啟旺             ,中國國民黨           , 54769 ,            34.08 ,False
高雄市  ,第07選區              ,陳惠敏             ,時代力量            ,  5983 ,             3.72 ,False
高雄市  ,第07選區              ,林景元             ,無黨籍及未經政黨推薦      ,  1912 ,             1.18 ,False
高雄市  ,第08選區              ,劉義雄             ,軍公教聯盟黨          ,  2136 ,             1.14 ,False
高雄市  ,第08選區              ,張育華             ,人民民主陣線          ,  2476 ,             1.32 ,False
高雄市  ,第08選區              ,陳函谷             ,時代力量            ,  9681 ,             5.19 ,False
高雄市  ,第08選區              ,黃璽文             ,中國國民黨           , 58967 ,            31.61 ,False
高雄市  ,第08選區              ,馬凱妮             ,社會福利黨           ,  1637 ,             0.87 ,False
高雄市  ,第08選區              ,汪婷萱             ,中華統一促進黨         ,  1315 ,             0.7  ,False
高雄市  ,第08選區              ,許智傑             ,民主進步黨           ,110276 ,            59.13 ,True
高雄市  ,第09選區              ,林宗彥             ,民國黨             ,  6667 ,             4.0  ,False
高雄市  ,第09選區              ,賴瑞隆             ,民主進步黨           ,100862 ,            60.57 ,True
高雄市  ,第09選區              ,林國正             ,中國國民黨           , 57346 ,            34.43 ,False
高雄市  ,第09選區              ,蔡媽福             ,中華統一促進黨         ,  1641 ,             0.98 ,False
新北市  ,第01選區              ,吳育昇             ,中國國民黨           , 84582 ,            40.87 ,False
新北市  ,第01選區              ,蘇通達             ,樹黨              ,  5114 ,             2.47 ,False
新北市  ,第01選區              ,洪志成             ,健保免費連線          ,  1385 ,             0.66 ,False
新北市  ,第01選區              ,呂孫綾             ,民主進步黨           ,110243 ,            53.27 ,True
新北市  ,第01選區              ,陳立基             ,無黨籍及未經政黨推薦      ,  4864 ,             2.35 ,False
新北市  ,第01選區              ,陳筠棻             ,和平鴿聯盟黨          ,   736 ,             0.35 ,False
新北市  ,第02選區              ,陳明義             ,中國國民黨           , 56057 ,            31.25 ,False
新北市  ,第02選區              ,林淑芬             ,民主進步黨           ,123299 ,            68.74 ,True
新北市  ,第03選區              ,陳長發             ,大愛憲改聯盟          ,   655 ,             0.36 ,False
新北市  ,第03選區              ,蕭忠漢             ,健保免費連線          ,   546 ,             0.3  ,False
新北市  ,第03選區              ,李乾龍             ,中國國民黨           , 62723 ,            35.43 ,False
新北市  ,第03選區              ,高志鵬             ,民主進步黨           , 96557 ,            54.54 ,True
新北市  ,第03選區              ,張碩文             ,親民黨             , 13375 ,             7.55 ,False
新北市  ,第03選區              ,林其瑩             ,社會福利黨           ,  1114 ,             0.62 ,False
新北市  ,第03選區              ,姚胤宏             ,樹黨              ,  1314 ,             0.74 ,False
新北市  ,第03選區              ,黃茂              ,無黨籍及未經政黨推薦      ,   315 ,             0.17 ,False
新北市  ,第03選區              ,蘇卿彥             ,無黨籍及未經政黨推薦      ,   429 ,             0.24 ,False
新北市  ,第04選區              ,賈伯楷             ,綠黨社會民主黨聯盟       ,  8609 ,             4.64 ,False
新北市  ,第04選區              ,吳秉叡             ,民主進步黨           ,116723 ,            62.98 ,True
新北市  ,第04選區              ,王斯儀             ,大愛憲改聯盟          ,  2864 ,             1.54 ,False
新北市  ,第04選區              ,陳茂嘉             ,中國國民黨           , 54487 ,            29.4  ,False
新北市  ,第04選區              ,劉鳳章             ,和平鴿聯盟黨          ,   518 ,             0.27 ,False
新北市  ,第04選區              ,林麗容             ,正黨              ,   847 ,             0.45 ,False
新北市  ,第04選區              ,邱鴻玕             ,無黨籍及未經政黨推薦      ,  1265 ,             0.68 ,False
新北市  ,第05選區              ,蘇巧慧             ,民主進步黨           , 92237 ,            56.11 ,True
新北市  ,第05選區              ,郭柏瑜             ,時代力量            ,  5130 ,             3.12 ,False
新北市  ,第05選區              ,黃志雄             ,中國國民黨           , 67014 ,            40.76 ,False
新北市  ,第06選區              ,姚玉霜             ,台灣工黨            ,   774 ,             0.52 ,False
新北市  ,第06選區              ,李建明             ,樹黨              ,  1816 ,             1.23 ,False
新北市  ,第06選區              ,游信義             ,信心希望聯盟          ,  2626 ,             1.78 ,False
新北市  ,第06選區              ,康仁俊             ,親民黨             ,  4085 ,             2.78 ,False
新北市  ,第06選區              ,莊豐銘             ,無黨籍及未經政黨推薦      ,  1022 ,             0.69 ,False
新北市  ,第06選區              ,李貴寶             ,民國黨             ,   706 ,             0.48 ,False
新北市  ,第06選區              ,黃鈞民             ,軍公教聯盟黨          ,   473 ,             0.32 ,False
新北市  ,第06選區              ,林國春             ,中國國民黨           , 58050 ,            39.55 ,False
新北市  ,第06選區              ,張宏陸             ,民主進步黨           , 77223 ,            52.61 ,True
新北市  ,第07選區              ,汪成華             ,健保免費連線          ,  2039 ,             1.32 ,False
新北市  ,第07選區              ,羅致政             ,民主進步黨           , 82544 ,            53.61 ,True
新北市  ,第07選區              ,李婉鈺             ,無黨籍及未經政黨推薦      ,  8038 ,             5.22 ,False
新北市  ,第07選區              ,江惠貞             ,中國國民黨           , 61345 ,            39.84 ,False
新北市  ,第08選區              ,江永昌             ,民主進步黨           ,100543 ,            53.66 ,True
新北市  ,第08選區              ,張慶忠             ,中國國民黨           , 75738 ,            40.42 ,False
新北市  ,第08選區              ,童正億             ,無黨籍及未經政黨推薦      ,  7335 ,             3.91 ,False
新北市  ,第08選區              ,吳金魁             ,軍公教聯盟黨          ,  1596 ,             0.85 ,False
新北市  ,第08選區              ,林建志             ,健保免費連線          ,  1316 ,             0.7  ,False
新北市  ,第08選區              ,邵伯祥             ,大愛憲改聯盟          ,   817 ,             0.43 ,False
新北市  ,第09選區              ,董建一             ,中華民國機車黨         ,  3040 ,             1.92 ,False
新北市  ,第09選區              ,張菁芳             ,民國黨             , 23767 ,            15.05 ,False
新北市  ,第09選區              ,曾文聖             ,健保免費連線          ,  1594 ,             1.0  ,False
新北市  ,第09選區              ,林德福             ,中國國民黨           , 82761 ,            52.43 ,True
新北市  ,第09選區              ,李幸長             ,無黨籍及未經政黨推薦      , 46660 ,            29.56 ,False
新北市  ,第10選區              ,盧嘉辰             ,中國國民黨           , 67619 ,            38.46 ,False
新北市  ,第10選區              ,吳琪銘             ,民主進步黨           ,102854 ,            58.5  ,True
新北市  ,第10選區              ,黃魯光             ,自由台灣黨           ,  5337 ,             3.03 ,False
新北市  ,第11選區              ,羅明才             ,中國國民黨           , 93962 ,            51.0  ,True
新北市  ,第11選區              ,曾柏瑜             ,綠黨社會民主黨聯盟       , 22487 ,            12.2  ,False
新北市  ,第11選區              ,陳永福             ,民主進步黨           , 67777 ,            36.79 ,False
新北市  ,第12選區              ,鐘國誌             ,和平鴿聯盟黨          ,  2548 ,             1.63 ,False
新北市  ,第12選區              ,李慶華             ,中國國民黨           , 68318 ,            43.71 ,False
新北市  ,第12選區              ,黃國昌             ,時代力量            , 80508 ,            51.51 ,True
新北市  ,第12選區              ,陳永順             ,信心希望聯盟          ,  4892 ,             3.13 ,False
臺中市  ,第01選區              ,黃金推             ,無黨籍及未經政黨推薦      ,  1205 ,             0.85 ,False
臺中市  ,第01選區              ,王淑芬             ,大愛憲改聯盟          ,   904 ,             0.64 ,False
臺中市  ,第01選區              ,陳軍元             ,中華統一促進黨         ,   510 ,             0.36 ,False
臺中市  ,第01選區              ,蔡其昌             ,民主進步黨           , 84355 ,            60.13 ,True
臺中市  ,第01選區              ,顏秋月             ,中國國民黨           , 53293 ,            37.99 ,False
臺中市  ,第02選區              ,陳世凱             ,民主進步黨           , 87596 ,            43.71 ,False
臺中市  ,第02選區              ,顏寬恒             ,中國國民黨           , 93495 ,            46.65 ,True
臺中市  ,第02選區              ,鍾文龍             ,無黨籍及未經政黨推薦      ,  1370 ,             0.68 ,False
臺中市  ,第02選區              ,紀國棟             ,無黨籍及未經政黨推薦      , 17938 ,             8.95 ,False
臺中市  ,第03選區              ,楊瓊瓔             ,中國國民黨           , 78334 ,            45.15 ,False
臺中市  ,第03選區              ,黃信吉             ,軍公教聯盟黨          ,  1691 ,             0.97 ,False
臺中市  ,第03選區              ,洪慈庸             ,時代力量            , 93451 ,            53.86 ,True
臺中市  ,第04選區              ,吳淑慧             ,民國黨             ,  5616 ,             2.94 ,False
臺中市  ,第04選區              ,張廖萬堅            ,民主進步黨           ,100649 ,            52.77 ,True
臺中市  ,第04選區              ,蔡錦隆             ,中國國民黨           , 70124 ,            36.76 ,False
臺中市  ,第04選區              ,葉春幸             ,信心希望聯盟          ,  9782 ,             5.12 ,False
臺中市  ,第04選區              ,顏惠莉             ,無黨籍及未經政黨推薦      ,  4154 ,             2.17 ,False
臺中市  ,第04選區              ,游壽元             ,自由台灣黨           ,   391 ,             0.2  ,False
臺中市  ,第05選區              ,簡孟軒             ,信心希望聯盟          , 14502 ,             6.88 ,False
